locus_tag	ftype	length_bp	gene	EC_number	COG	product
MHLIDFIL_00314	CDS	933	yahB_1			putative HTH-type transcriptional regulator YahB
MHLIDFIL_00315	CDS	498				hypothetical protein
MHLIDFIL_00316	CDS	606				hypothetical protein
MHLIDFIL_00317	CDS	864				hypothetical protein
MHLIDFIL_00318	CDS	1548	fdrA_1		COG0074	Protein FdrA
MHLIDFIL_00319	CDS	1419				hypothetical protein
MHLIDFIL_00320	CDS	321				hypothetical protein
MHLIDFIL_00321	CDS	951	arcC2_1	2.7.2.2		Carbamate kinase 2
MHLIDFIL_00322	CDS	1383				hypothetical protein
MHLIDFIL_00323	CDS	1050	yahK	1.1.1.2	COG1064	Aldehyde reductase YahK
MHLIDFIL_00324	CDS	816				hypothetical protein
MHLIDFIL_00325	tRNA	81				tRNA-Ser(gga)
MHLIDFIL_00326	CDS	633	rhtC_1		COG1280	Threonine efflux protein
MHLIDFIL_00327	CDS	276				hypothetical protein
MHLIDFIL_00328	CDS	1587	prpR		COG1221	Propionate catabolism operon regulatory protein
MHLIDFIL_00329	CDS	891	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
MHLIDFIL_00330	CDS	447				hypothetical protein
MHLIDFIL_00331	CDS	1170	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
MHLIDFIL_00332	CDS	1452	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
MHLIDFIL_00333	CDS	1887	acs_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
MHLIDFIL_00334	CDS	1260	codB		COG1457	Cytosine permease
MHLIDFIL_00335	CDS	1284	codA	3.5.4.1	COG0402	Cytosine deaminase
MHLIDFIL_00336	CDS	900	cynR_1			HTH-type transcriptional regulator CynR
MHLIDFIL_00337	CDS	660	cynT	4.2.1.1	COG0288	Carbonic anhydrase 1
MHLIDFIL_00338	CDS	471	cynS	4.2.1.104	COG1513	Cyanate hydratase
MHLIDFIL_00339	CDS	1182	yycB		COG2807	putative transporter YycB
MHLIDFIL_00340	CDS	612	lacA	2.3.1.18	COG0110	Galactoside O-acetyltransferase
MHLIDFIL_00341	CDS	1254	lacY			Lactose permease
MHLIDFIL_00342	CDS	3075	lacZ	3.2.1.23	COG3250	Beta-galactosidase
MHLIDFIL_00343	CDS	1092	lacI		COG1609	Lactose operon repressor
MHLIDFIL_00344	CDS	834				hypothetical protein
MHLIDFIL_00345	CDS	1665	mhpA	1.14.13.127	COG0654	3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
MHLIDFIL_00346	CDS	945	mhpB	1.13.11.16		2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase
MHLIDFIL_00347	CDS	867	mhpC	3.7.1.14	COG0596	2-hydroxy-6-oxononadienedioate/2-hydroxy-6-oxononatrienedioate hydrolase
MHLIDFIL_00348	CDS	810	mhpD	4.2.1.80	COG3971	2-keto-4-pentenoate hydratase
MHLIDFIL_00349	CDS	951	mhpF	1.2.1.10	COG4569	Acetaldehyde dehydrogenase
MHLIDFIL_00350	CDS	1014	mhpE	4.1.3.39	COG0119	4-hydroxy-2-oxovalerate aldolase
MHLIDFIL_00351	CDS	1212	mhpT			3-(3-hydroxy-phenyl)propionate transporter
MHLIDFIL_00352	CDS	540				hypothetical protein
MHLIDFIL_00353	CDS	834	frmB	3.1.2.12	COG0627	S-formylglutathione hydrolase FrmB
MHLIDFIL_00354	CDS	1110	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
MHLIDFIL_00355	CDS	276	frmR		COG1937	Transcriptional repressor FrmR
MHLIDFIL_00356	CDS	774				hypothetical protein
MHLIDFIL_00357	CDS	444	lpxD_2	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
MHLIDFIL_00358	CDS	366				hypothetical protein
MHLIDFIL_00359	CDS	906				IS3 family transposase IS2
MHLIDFIL_00360	CDS	1197	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
MHLIDFIL_00361	CDS	558	bshB1	3.5.1.-	COG2120	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
MHLIDFIL_00362	CDS	963	tauA		COG4521	Taurine-binding periplasmic protein
MHLIDFIL_00363	CDS	768	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
MHLIDFIL_00364	CDS	828	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
MHLIDFIL_00365	CDS	852	tauD	1.14.11.17	COG2175	Alpha-ketoglutarate-dependent taurine dioxygenase
MHLIDFIL_00366	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
MHLIDFIL_00367	CDS	1461				hypothetical protein
MHLIDFIL_00368	CDS	867				IS3 family transposase IS3
MHLIDFIL_00369	CDS	300				IS3 family transposase ISEc17
MHLIDFIL_00370	CDS	1398				hypothetical protein
MHLIDFIL_00371	CDS	624	iprA			Inhibitor of hydrogen peroxide resistance
MHLIDFIL_00372	CDS	1158	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
MHLIDFIL_00373	CDS	102				hypothetical protein
MHLIDFIL_00374	CDS	1221	sbmA		COG1133	Peptide antibiotic transporter SbmA
MHLIDFIL_00375	CDS	1095				hypothetical protein
MHLIDFIL_00376	CDS	309	yaiY			Inner membrane protein YaiY
MHLIDFIL_00377	CDS	213				hypothetical protein
MHLIDFIL_00378	CDS	1095	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
MHLIDFIL_00379	CDS	261	iraP			Anti-adapter protein IraP
MHLIDFIL_00380	CDS	1416	phoA	3.1.3.1	COG1785	Alkaline phosphatase
MHLIDFIL_00381	CDS	321	psiF			Phosphate starvation-inducible protein PsiF
MHLIDFIL_00382	CDS	1116	dgcC	2.7.7.65		putative diguanylate cyclase DgcC
MHLIDFIL_00383	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
MHLIDFIL_00384	CDS	459				hypothetical protein
MHLIDFIL_00385	CDS	525	aroL	2.7.1.71	COG0703	Shikimate kinase 2
MHLIDFIL_00386	CDS	192	yaiA			putative protein YaiA
MHLIDFIL_00387	CDS	678				hypothetical protein
MHLIDFIL_00388	CDS	285	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
MHLIDFIL_00389	CDS	120				hypothetical protein
MHLIDFIL_00390	CDS	978	rdgC		COG2974	Recombination-associated protein RdgC
MHLIDFIL_00391	CDS	909	mak	2.7.1.4	COG1940	Fructokinase
MHLIDFIL_00392	CDS	1269	araJ		COG2814	Putative transporter AraJ
MHLIDFIL_00393	CDS	3147	sbcC		COG0419	Nuclease SbcCD subunit C
MHLIDFIL_00394	CDS	1203	sbcD		COG0420	Nuclease SbcCD subunit D
MHLIDFIL_00395	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
MHLIDFIL_00396	CDS	1296	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
MHLIDFIL_00397	CDS	1320	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
MHLIDFIL_00398	CDS	1374	proY		COG1113	Proline-specific permease ProY
MHLIDFIL_00399	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
MHLIDFIL_00400	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
MHLIDFIL_00401	CDS	1071	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
MHLIDFIL_00402	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
MHLIDFIL_00403	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
MHLIDFIL_00404	CDS	1815	secD		COG0342	Protein translocase subunit SecD
MHLIDFIL_00405	CDS	972	secF		COG0341	Protein translocase subunit SecF
MHLIDFIL_00406	CDS	348				hypothetical protein
MHLIDFIL_00407	CDS	885	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
MHLIDFIL_00408	CDS	540	yajI			putative lipoprotein YajI
MHLIDFIL_00409	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
MHLIDFIL_00410	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
MHLIDFIL_00411	CDS	471	ribE	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
MHLIDFIL_00412	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
MHLIDFIL_00413	CDS	978	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
MHLIDFIL_00414	CDS	519	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
MHLIDFIL_00415	CDS	975	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
MHLIDFIL_00416	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
MHLIDFIL_00417	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
MHLIDFIL_00418	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
MHLIDFIL_00419	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
MHLIDFIL_00420	CDS	591	yajL	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
MHLIDFIL_00421	CDS	912	panE	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
MHLIDFIL_00422	CDS	492				hypothetical protein
MHLIDFIL_00423	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
MHLIDFIL_00424	CDS	891	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
MHLIDFIL_00425	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
MHLIDFIL_00426	CDS	615	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
MHLIDFIL_00427	CDS	1992	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
MHLIDFIL_00428	CDS	948	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
MHLIDFIL_00429	CDS	1476	ampG		COG0477	Anhydromuropeptide permease
MHLIDFIL_00430	CDS	579				hypothetical protein
MHLIDFIL_00431	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
MHLIDFIL_00432	CDS	1299	tig	5.2.1.8	COG0544	Trigger factor
MHLIDFIL_00433	CDS	624	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
MHLIDFIL_00434	CDS	1275	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
MHLIDFIL_00435	CDS	2355	lon_1	3.4.21.53	COG0466	Lon protease
MHLIDFIL_00436	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
MHLIDFIL_00437	CDS	1872	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
MHLIDFIL_00438	CDS	372			COG1555	putative protein
MHLIDFIL_00439	CDS	399	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
MHLIDFIL_00440	CDS	696	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
MHLIDFIL_00441	CDS	1701	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
MHLIDFIL_00442	CDS	819	cof	3.6.1.-	COG0561	HMP-PP phosphatase
MHLIDFIL_00443	CDS	459	decR		COG1522	DNA-binding transcriptional activator DecR
MHLIDFIL_00444	CDS	1773	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
MHLIDFIL_00445	CDS	1782	mdlB	7.6.2.2	COG1132	Multidrug resistance-like ATP-binding protein MdlB
MHLIDFIL_00446	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
MHLIDFIL_00447	CDS	1287	amtB			Ammonia channel
MHLIDFIL_00448	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
MHLIDFIL_00449	CDS	573	ybaY		COG3126	putative lipoprotein YbaY
MHLIDFIL_00450	CDS	312	atl		COG3695	DNA base-flipping protein
MHLIDFIL_00451	CDS	354	ybaA		COG5507	putative protein YbaA
MHLIDFIL_00452	CDS	1551	pdeB	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
MHLIDFIL_00453	CDS	471	ylaC			Inner membrane protein YlaC
MHLIDFIL_00454	CDS	552	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
MHLIDFIL_00455	CDS	219	hha			Hemolysin expression-modulating protein Hha
MHLIDFIL_00456	CDS	375	tomB			Hha toxicity modulator TomB
MHLIDFIL_00457	CDS	3150	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
MHLIDFIL_00458	CDS	1194	acrA			Multidrug efflux pump subunit AcrA
MHLIDFIL_00459	CDS	648	acrR_1		COG1309	HTH-type transcriptional regulator AcrR
MHLIDFIL_00460	CDS	3363	mscK		COG3264	Mechanosensitive channel MscK
MHLIDFIL_00461	CDS	162				hypothetical protein
MHLIDFIL_00462	CDS	528	priC		COG3923	Primosomal replication protein N''
MHLIDFIL_00463	CDS	378	ybaN		COG2832	Inner membrane protein YbaN
MHLIDFIL_00464	CDS	552	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
MHLIDFIL_00465	CDS	1932	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
MHLIDFIL_00466	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
MHLIDFIL_00467	CDS	606	recR		COG0353	Recombination protein RecR
MHLIDFIL_00468	CDS	1875	htpG		COG0326	Chaperone protein HtpG
MHLIDFIL_00469	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
MHLIDFIL_00470	CDS	963	hemH	4.99.1.1	COG0276	Ferrochelatase
MHLIDFIL_00471	CDS	960	aes	3.1.1.-	COG0657	Acetyl esterase
MHLIDFIL_00472	CDS	1305	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
MHLIDFIL_00473	CDS	1677	ybaL		COG1226	Putative cation/proton antiporter YbaL
MHLIDFIL_00474	CDS	1221	fsr			Fosmidomycin resistance protein
MHLIDFIL_00475	CDS	1653	ushA		COG0737	Protein UshA
MHLIDFIL_00476	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
MHLIDFIL_00477	CDS	795				hypothetical protein
MHLIDFIL_00478	CDS	396	ybaQ		COG3093	putative HTH-type transcriptional regulator YbaQ
MHLIDFIL_00479	CDS	2505	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
MHLIDFIL_00480	CDS	933	glsA1	3.5.1.2	COG2066	Glutaminase 1
MHLIDFIL_00481	CDS	1293	ybaT		COG0531	Inner membrane transport protein YbaT
MHLIDFIL_00482	CDS	408	cueR		COG0789	HTH-type transcriptional regulator CueR
MHLIDFIL_00483	CDS	459	ybbJ		COG1585	Inner membrane protein YbbJ
MHLIDFIL_00484	CDS	918	qmcA		COG0330	Protein QmcA
MHLIDFIL_00485	CDS	678	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
MHLIDFIL_00486	CDS	780	fetB		COG0390	putative iron export permease protein FetB
MHLIDFIL_00487	CDS	855	cnoX		COG3118	Chaperedoxin
MHLIDFIL_00488	CDS	771				hypothetical protein
MHLIDFIL_00489	CDS	594	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
MHLIDFIL_00490	CDS	687	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
MHLIDFIL_00491	CDS	2415				hypothetical protein
MHLIDFIL_00492	CDS	4281	rhsD_1		COG3209	Protein RhsD
MHLIDFIL_00493	CDS	369	ybbC			putative protein YbbC
MHLIDFIL_00494	CDS	711				hypothetical protein
MHLIDFIL_00495	CDS	261				hypothetical protein
MHLIDFIL_00496	CDS	372				IS481 family transposase ISErsp1
MHLIDFIL_00497	CDS	1095	selU	2.5.1.-	COG2603	tRNA 2-selenouridine synthase
MHLIDFIL_00498	CDS	927	allS			HTH-type transcriptional activator AllS
MHLIDFIL_00499	CDS	483	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
MHLIDFIL_00500	CDS	816	allR		COG1414	HTH-type transcriptional repressor AllR
MHLIDFIL_00501	CDS	1782	gcl	4.1.1.47	COG3960	Glyoxylate carboligase
MHLIDFIL_00502	CDS	777	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
MHLIDFIL_00503	CDS	879	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
MHLIDFIL_00504	CDS	1455	ybbW		COG1953	Putative allantoin permease
MHLIDFIL_00505	CDS	1362	allB	3.5.2.5	COG0044	Allantoinase
MHLIDFIL_00506	CDS	1302	ybbY		COG2233	Putative purine permease YbbY
MHLIDFIL_00507	CDS	1146	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
MHLIDFIL_00508	CDS	786	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
MHLIDFIL_00509	CDS	1236	allC	3.5.3.9	COG0624	Allantoate amidohydrolase
MHLIDFIL_00510	CDS	1050	allD	1.1.1.350	COG2055	Ureidoglycolate dehydrogenase (NAD(+))
MHLIDFIL_00511	CDS	1668	fdrA_2		COG0074	Protein FdrA
MHLIDFIL_00512	CDS	261				hypothetical protein
MHLIDFIL_00513	CDS	1002				hypothetical protein
MHLIDFIL_00514	CDS	816				hypothetical protein
MHLIDFIL_00515	CDS	894	arcC2_2	2.7.2.2		Carbamate kinase 2
MHLIDFIL_00516	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
MHLIDFIL_00517	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
MHLIDFIL_00518	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
MHLIDFIL_00519	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
MHLIDFIL_00520	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
MHLIDFIL_00521	CDS	522	ybcI		COG1988	Inner membrane protein YbcI
MHLIDFIL_00522	CDS	213	ybcJ		COG2501	putative protein YbcJ
MHLIDFIL_00523	CDS	867	folD		COG0190	Bifunctional protein FolD protein
MHLIDFIL_00524	CDS	543	sfmA			putative fimbrial-like protein SfmA
MHLIDFIL_00525	CDS	693	sfmC			putative fimbrial chaperone SfmC
MHLIDFIL_00526	CDS	2604	sfmD		COG3188	Outer membrane usher protein SfmD
MHLIDFIL_00527	CDS	978	sfmH			putative fimbrial-like protein SfmH
MHLIDFIL_00528	CDS	516	sfmF			putative fimbrial-like protein SfmF
MHLIDFIL_00529	CDS	633	bvgA			Virulence factors putative positive transcription regulator BvgA
MHLIDFIL_00530	tRNA	77				tRNA-Arg(tct)
MHLIDFIL_00531	CDS	1164	xerD_1			Tyrosine recombinase XerD
MHLIDFIL_00532	CDS	264				hypothetical protein
MHLIDFIL_00533	CDS	96				hypothetical protein
MHLIDFIL_00534	CDS	300				IS3 family transposase ISEc17
MHLIDFIL_00535	CDS	867				IS3 family transposase IS3
MHLIDFIL_00536	CDS	333	emrE		COG2076	Multidrug transporter EmrE
MHLIDFIL_00537	CDS	1527				hypothetical protein
MHLIDFIL_00538	CDS	552				hypothetical protein
MHLIDFIL_00539	CDS	798	rhaS_1			HTH-type transcriptional activator RhaS
MHLIDFIL_00540	CDS	456				hypothetical protein
MHLIDFIL_00541	CDS	171				hypothetical protein
MHLIDFIL_00542	CDS	291	ybcO	3.1.-.-		Putative nuclease YbcO
MHLIDFIL_00543	CDS	363	rusA	3.1.22.4	COG4570	Crossover junction endodeoxyribonuclease RusA
MHLIDFIL_00544	CDS	138	ylcG			putative protein YlcG
MHLIDFIL_00545	CDS	384				hypothetical protein
MHLIDFIL_00546	CDS	219				hypothetical protein
MHLIDFIL_00547	CDS	981			COG3039	IS5 family transposase IS5
MHLIDFIL_00548	CDS	1068	ompD_1		COG3203	Outer membrane porin protein OmpD
MHLIDFIL_00549	CDS	216				hypothetical protein
MHLIDFIL_00550	CDS	498	rrrD_1	3.2.1.17	COG3772	Lysozyme RrrD
MHLIDFIL_00551	CDS	462				hypothetical protein
MHLIDFIL_00552	CDS	294				hypothetical protein
MHLIDFIL_00553	CDS	411	ydfO_1		COG5562	putative protein YdfO
MHLIDFIL_00554	CDS	207				hypothetical protein
MHLIDFIL_00555	CDS	546	nohA_1		COG4220	Prophage DNA-packing protein NohA
MHLIDFIL_00556	CDS	744				hypothetical protein
MHLIDFIL_00557	CDS	432				hypothetical protein
MHLIDFIL_00558	CDS	186				hypothetical protein
MHLIDFIL_00559	CDS	750	appY		COG2207	HTH-type transcriptional regulator AppY
MHLIDFIL_00560	CDS	954	ompT	3.4.23.49	COG4571	Protease 7
MHLIDFIL_00561	CDS	762	rhaR_2			HTH-type transcriptional activator RhaR
MHLIDFIL_00562	CDS	891				hypothetical protein
MHLIDFIL_00563	CDS	2973	nfrA		COG0457	Bacteriophage adsorption protein A
MHLIDFIL_00564	CDS	2238				hypothetical protein
MHLIDFIL_00565	CDS	1443	cusS	2.7.13.3	COG0642	Sensor histidine kinase CusS
MHLIDFIL_00566	CDS	684	cusR		COG0745	Transcriptional regulatory protein CusR
MHLIDFIL_00567	CDS	1374	cusC_1		COG1538	Cation efflux system protein CusC
MHLIDFIL_00568	CDS	333	cusF		COG5569	Cation efflux system protein CusF
MHLIDFIL_00569	CDS	1224	cusB			Cation efflux system protein CusB
MHLIDFIL_00570	CDS	3144	cusA		COG3696	Cation efflux system protein CusA
MHLIDFIL_00571	CDS	1377	pheP		COG1113	Phenylalanine-specific permease
MHLIDFIL_00572	CDS	1248	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
MHLIDFIL_00573	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
MHLIDFIL_00574	CDS	369				hypothetical protein
MHLIDFIL_00575	CDS	249				hypothetical protein
MHLIDFIL_00576	CDS	1119	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
MHLIDFIL_00577	CDS	252				hypothetical protein
MHLIDFIL_00578	CDS	1113			COG3385	IS4 family transposase IS421
MHLIDFIL_00579	CDS	141				hypothetical protein
MHLIDFIL_00580	CDS	744	entD	2.7.8.-	COG2977	Enterobactin synthase component D
MHLIDFIL_00581	CDS	2241	fepA		COG4771	Ferrienterobactin receptor
MHLIDFIL_00582	CDS	1203	fes		COG2382	Enterochelin esterase
MHLIDFIL_00583	CDS	219	ybdZ		COG3251	Enterobactin biosynthesis protein YbdZ
MHLIDFIL_00584	CDS	3882	entF	2.7.7.-	COG1020	Enterobactin synthase component F
MHLIDFIL_00585	CDS	1134	fepE		COG3765	Ferric enterobactin transport protein FepE
MHLIDFIL_00586	CDS	816	fepC		COG1120	Ferric enterobactin transport ATP-binding protein FepC
MHLIDFIL_00587	CDS	993	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
MHLIDFIL_00588	CDS	1005	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
MHLIDFIL_00589	CDS	1251	entS		COG0477	Enterobactin exporter EntS
MHLIDFIL_00590	CDS	957	fepB		COG4592	Ferrienterobactin-binding periplasmic protein
MHLIDFIL_00591	CDS	1176	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
MHLIDFIL_00592	CDS	1611	entE	6.3.2.14	COG1021	Enterobactin synthase component E
MHLIDFIL_00593	CDS	858	entB	6.3.2.14	COG1535	Enterobactin synthase component B
MHLIDFIL_00594	CDS	747	entA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
MHLIDFIL_00595	CDS	414	entH	3.1.2.-	COG2050	Proofreading thioesterase EntH
MHLIDFIL_00596	CDS	2106	cstA		COG1966	Peptide transporter CstA
MHLIDFIL_00597	CDS	198				hypothetical protein
MHLIDFIL_00598	CDS	1089	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
MHLIDFIL_00599	CDS	1161	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
MHLIDFIL_00600	CDS	630	ybdM		COG1475	putative protein YbdM
MHLIDFIL_00601	CDS	1221				hypothetical protein
MHLIDFIL_00602	CDS	903	ybdO_1			putative HTH-type transcriptional regulator YbdO
MHLIDFIL_00603	CDS	747	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
MHLIDFIL_00604	CDS	564	ahpC	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
MHLIDFIL_00605	CDS	1596	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
MHLIDFIL_00606	CDS	429	uspG		COG0589	Universal stress protein UP12
MHLIDFIL_00607	CDS	1239		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
MHLIDFIL_00608	CDS	90	yldA			Protein YldA
MHLIDFIL_00609	CDS	411	rnk		COG0782	Regulator of nucleoside diphosphate kinase
MHLIDFIL_00610	CDS	807	rna	4.6.1.21	COG3719	Ribonuclease I
MHLIDFIL_00611	CDS	1464	ttdT_1		COG0471	L-tartrate/succinate antiporter
MHLIDFIL_00612	CDS	879	citG	2.4.2.52	COG1767	2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
MHLIDFIL_00613	CDS	552	citX	2.7.7.61	COG3697	Apo-citrate lyase phosphoribosyl-dephospho-CoA transferase
MHLIDFIL_00614	CDS	1533	citF	4.1.3.6	COG3051	Citrate lyase alpha chain
MHLIDFIL_00615	CDS	909	citE	4.1.3.6	COG2301	Citrate lyase subunit beta
MHLIDFIL_00616	CDS	297	citD		COG3052	Citrate lyase acyl carrier protein
MHLIDFIL_00617	CDS	1059	citC	6.2.1.22	COG3053	[Citrate [pro-3S]-lyase] ligase
MHLIDFIL_00618	CDS	1659	dpiB	2.7.13.3	COG3290	Sensor histidine kinase DpiB
MHLIDFIL_00619	CDS	681	dpiA		COG4565	Transcriptional regulatory protein DpiA
MHLIDFIL_00620	CDS	1386	dcuD_1		COG3069	Putative cryptic C4-dicarboxylate transporter DcuD
MHLIDFIL_00621	CDS	561	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
MHLIDFIL_00622	CDS	210	cspE			Cold shock-like protein CspE
MHLIDFIL_00623	CDS	384	crcB		COG0239	Putative fluoride ion transporter CrcB
MHLIDFIL_00624	CDS	228	ybeM_1	3.5.1.128		Deaminated glutathione amidase
MHLIDFIL_00625	CDS	564	ybeM_2	3.5.1.128		Deaminated glutathione amidase
MHLIDFIL_00626	CDS	204	tatE		COG1826	Sec-independent protein translocase protein TatE
MHLIDFIL_00627	CDS	966	lipA	2.8.1.8	COG0320	Lipoyl synthase
MHLIDFIL_00628	CDS	954	ybdO_2			putative HTH-type transcriptional regulator YbdO
MHLIDFIL_00629	CDS	642	lipB	2.3.1.181	COG0321	Octanoyltransferase
MHLIDFIL_00630	CDS	264				hypothetical protein
MHLIDFIL_00631	CDS	1284	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
MHLIDFIL_00632	CDS	1089	rlpA	4.2.2.-	COG0797	Endolytic peptidoglycan transglycosylase RlpA
MHLIDFIL_00633	CDS	1113	mrdB	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
MHLIDFIL_00634	CDS	1902	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
MHLIDFIL_00635	CDS	468	rlmH	2.1.1.177	COG1576	Ribosomal RNA large subunit methyltransferase H
MHLIDFIL_00636	CDS	318	rsfS		COG0799	Ribosomal silencing factor RsfS
